,close,end_date,flag,time,code,open,high,low,volume,money,spot,date,ttm_days,base_sprd
1,5761.4,2021-06-18,3,2020-10-26,IC2106.CCFX,5755.2,5794.0,5690.2,3819.0,4387544200.0,6214.38,2020-10-26,235,-452.9800000000005
0,6172.8,2020-11-20,0,2020-10-27,IC2011.CCFX,6161.4,6195.0,6130.2,67451.0,83146259680.0,6221.34,2020-10-27,24,-48.539999999999964
2,6113.0,2020-12-18,1,2020-10-27,IC2012.CCFX,6092.8,6133.0,6073.0,18308.0,22345069320.0,6221.34,2020-10-27,52,-108.34000000000015
3,5943.2,2021-03-19,2,2020-10-27,IC2103.CCFX,5922.0,5959.8,5906.0,6477.0,7684670040.0,6221.34,2020-10-27,143,-278.1400000000003
1,5768.2,2021-06-18,3,2020-10-27,IC2106.CCFX,5746.0,5784.6,5732.0,3301.0,3801825960.0,6221.34,2020-10-27,234,-453.1400000000003
0,6211.6,2020-11-20,0,2020-10-28,IC2011.CCFX,6168.0,6221.0,6112.2,79731.0,98410759200.0,6246.0,2020-10-28,23,-34.399999999999636
2,6152.0,2020-12-18,1,2020-10-28,IC2012.CCFX,6120.0,6161.4,6058.8,25369.0,31023703680.0,6246.0,2020-10-28,51,-94.0
3,5983.2,2021-03-19,2,2020-10-28,IC2103.CCFX,5950.0,5992.0,5888.4,8066.0,9579117840.0,6246.0,2020-10-28,142,-262.8000000000002
1,5814.8,2021-06-18,3,2020-10-28,IC2106.CCFX,5774.0,5821.8,5713.4,4183.0,4826547320.0,6246.0,2020-10-28,233,-431.1999999999998
0,6231.0,2020-11-20,0,2020-10-29,IC2011.CCFX,6154.0,6267.8,6134.8,88208.0,109562969840.0,6255.19,2020-10-29,22,-24.1899999999996
2,6171.8,2020-12-18,1,2020-10-29,IC2012.CCFX,6102.6,6208.0,6080.0,26766.0,32942733680.0,6255.19,2020-10-29,50,-83.38999999999942
3,6003.2,2021-03-19,2,2020-10-29,IC2103.CCFX,5932.2,6039.8,5912.0,9297.0,11132573320.0,6255.19,2020-10-29,141,-251.98999999999978
1,5837.0,2021-06-18,3,2020-10-29,IC2106.CCFX,5773.8,5868.0,5745.4,4388.0,5102629320.0,6255.19,2020-10-29,232,-418.1899999999996
0,6068.2,2020-11-20,0,2020-10-30,IC2011.CCFX,6261.0,6261.0,6063.4,91515.0,112632284880.0,6111.48,2020-10-30,21,-43.279999999999745
2,6019.6,2020-12-18,1,2020-10-30,IC2012.CCFX,6185.0,6199.0,6010.0,31285.0,38142239800.0,6111.48,2020-10-30,49,-91.8799999999992
3,5851.2,2021-03-19,2,2020-10-30,IC2103.CCFX,6012.2,6030.0,5851.0,12336.0,14650431880.0,6111.48,2020-10-30,140,-260.27999999999975
1,5690.0,2021-06-18,3,2020-10-30,IC2106.CCFX,5843.0,5865.0,5683.4,5441.0,6280105840.0,6111.48,2020-10-30,231,-421.47999999999956
0,6109.8,2020-11-20,0,2020-11-02,IC2011.CCFX,6094.4,6146.0,6077.6,79071.0,96698535000.0,6143.12,2020-11-02,18,-33.31999999999971
2,6057.8,2020-12-18,1,2020-11-02,IC2012.CCFX,6049.2,6093.6,6026.4,23033.0,27929590800.0,6143.12,2020-11-02,46,-85.31999999999971
3,5902.4,2021-03-19,2,2020-11-02,IC2103.CCFX,5890.0,5936.6,5870.4,7866.0,9291682480.0,6143.12,2020-11-02,137,-240.72000000000025
1,5743.8,2021-06-18,3,2020-11-02,IC2106.CCFX,5695.2,5769.4,5695.2,5101.0,5857125200.0,6143.12,2020-11-02,228,-399.3199999999997
0,6209.2,2020-11-20,0,2020-11-03,IC2011.CCFX,6139.6,6234.0,6121.2,81403.0,100760636960.0,6241.77,2020-11-03,17,-32.57000000000062
2,6152.6,2020-12-18,1,2020-11-03,IC2012.CCFX,6085.4,6179.0,6071.2,25983.0,31882883880.0,6241.77,2020-11-03,45,-89.17000000000007
3,5997.0,2021-03-19,2,2020-11-03,IC2103.CCFX,5930.0,6025.0,5917.2,10683.0,12779089680.0,6241.77,2020-11-03,136,-244.77000000000044
1,5832.0,2021-06-18,3,2020-11-03,IC2106.CCFX,5789.0,5858.8,5758.6,6645.0,7727781760.0,6241.77,2020-11-03,227,-409.77000000000044
0,6200.2,2020-11-20,0,2020-11-04,IC2011.CCFX,6209.0,6239.0,6137.4,87466.0,108235645880.0,6234.16,2020-11-04,16,-33.960000000000036
2,6144.0,2020-12-18,1,2020-11-04,IC2012.CCFX,6160.0,6184.8,6087.0,27705.0,33993215280.0,6234.16,2020-11-04,44,-90.15999999999985
3,5979.0,2021-03-19,2,2020-11-04,IC2103.CCFX,6004.0,6027.0,5934.2,9908.0,11845578400.0,6234.16,2020-11-04,135,-255.15999999999985
1,5811.2,2021-06-18,3,2020-11-04,IC2106.CCFX,5839.0,5859.4,5769.2,4729.0,5496148600.0,6234.16,2020-11-04,226,-422.96000000000004
0,6333.8,2020-11-20,0,2020-11-05,IC2011.CCFX,6265.0,6351.4,6228.0,96367.0,121239007520.0,6351.98,2020-11-05,15,-18.17999999999938
2,6272.2,2020-12-18,1,2020-11-05,IC2012.CCFX,6220.0,6288.0,6173.8,33457.0,41696096240.0,6351.98,2020-11-05,43,-79.77999999999975
3,6104.6,2021-03-19,2,2020-11-05,IC2103.CCFX,6038.0,6113.0,6008.0,9943.0,12058595480.0,6351.98,2020-11-05,134,-247.3799999999992
1,5937.8,2021-06-18,3,2020-11-05,IC2106.CCFX,5879.0,5945.0,5840.0,6585.0,7761512760.0,6351.98,2020-11-05,225,-414.1799999999994
0,6288.4,2020-11-20,0,2020-11-06,IC2011.CCFX,6340.0,6345.0,6216.4,87045.0,109072291280.0,6301.25,2020-11-06,14,-12.850000000000364
2,6228.0,2020-12-18,1,2020-11-06,IC2012.CCFX,6285.0,6285.0,6163.0,30423.0,37792795600.0,6301.25,2020-11-06,42,-73.25
3,6062.6,2021-03-19,2,2020-11-06,IC2103.CCFX,6110.2,6114.8,6000.0,10290.0,12437430160.0,6301.25,2020-11-06,133,-238.64999999999964
1,5896.0,2021-06-18,3,2020-11-06,IC2106.CCFX,5957.8,5957.8,5831.0,5383.0,6327565680.0,6301.25,2020-11-06,224,-405.25
0,6383.2,2020-11-20,0,2020-11-09,IC2011.CCFX,6351.0,6456.6,6341.6,88740.0,113658150440.0,6421.65,2020-11-09,11,-38.44999999999982
2,6326.0,2020-12-18,1,2020-11-09,IC2012.CCFX,6288.0,6397.2,6288.0,33553.0,42597332600.0,6421.65,2020-11-09,39,-95.64999999999964
3,6159.8,2021-03-19,2,2020-11-09,IC2103.CCFX,6096.6,6227.6,6096.6,12147.0,15021464120.0,6421.65,2020-11-09,130,-261.84999999999945
1,5997.6,2021-06-18,3,2020-11-09,IC2106.CCFX,5940.0,6065.4,5940.0,6876.0,8280631360.0,6421.65,2020-11-09,221,-424.0499999999993
0,6344.2,2020-11-20,0,2020-11-10,IC2011.CCFX,6383.2,6394.4,6300.6,81402.0,103388919040.0,6373.09,2020-11-10,10,-28.890000000000327
2,6274.8,2020-12-18,1,2020-11-10,IC2012.CCFX,6345.4,6346.0,6236.0,29432.0,37017108040.0,6373.09,2020-11-10,38,-98.28999999999996
3,6099.6,2021-03-19,2,2020-11-10,IC2103.CCFX,6169.0,6169.0,6065.0,10768.0,13175537000.0,6373.09,2020-11-10,129,-273.4899999999998
1,5934.6,2021-06-18,3,2020-11-10,IC2106.CCFX,6009.0,6009.0,5900.4,6843.0,8150367880.0,6373.09,2020-11-10,220,-438.4899999999998
0,6268.4,2020-11-20,0,2020-11-11,IC2011.CCFX,6325.2,6362.8,6268.0,66082.0,83432268640.0,6294.61,2020-11-11,9,-26.210000000000036
2,6205.0,2020-12-18,1,2020-11-11,IC2012.CCFX,6261.6,6300.0,6204.0,28507.0,35616176680.0,6294.61,2020-11-11,37,-89.60999999999967
3,6031.0,2021-03-19,2,2020-11-11,IC2103.CCFX,6090.8,6122.4,6026.0,8607.0,10451439520.0,6294.61,2020-11-11,128,-263.6099999999997
1,5870.4,2021-06-18,3,2020-11-11,IC2106.CCFX,5928.2,5954.4,5865.4,4828.0,5706290720.0,6294.61,2020-11-11,219,-424.21000000000004
0,6290.2,2020-11-20,0,2020-11-12,IC2011.CCFX,6292.0,6330.8,6262.6,63466.0,79878841920.0,6315.49,2020-11-12,8,-25.289999999999964
2,6224.0,2020-12-18,1,2020-11-12,IC2012.CCFX,6224.6,6265.0,6200.0,25615.0,31913873120.0,6315.49,2020-11-12,36,-91.48999999999978
3,6046.4,2021-03-19,2,2020-11-12,IC2103.CCFX,6054.6,6088.0,6026.8,9521.0,11530743560.0,6315.49,2020-11-12,127,-269.09000000000015
1,5888.4,2021-06-18,3,2020-11-12,IC2106.CCFX,5900.4,5925.6,5872.0,4856.0,5728246880.0,6315.49,2020-11-12,218,-427.09000000000015
0,6292.2,2020-11-20,0,2020-11-13,IC2011.CCFX,6272.0,6301.0,6210.2,85643.0,107080272000.0,6306.97,2020-11-13,7,-14.770000000000437
2,6223.8,2020-12-18,1,2020-11-13,IC2012.CCFX,6215.8,6233.4,6145.0,36061.0,44612660320.0,6306.97,2020-11-13,35,-83.17000000000007
3,6043.6,2021-03-19,2,2020-11-13,IC2103.CCFX,6043.4,6053.6,5971.2,11808.0,14181308200.0,6306.97,2020-11-13,126,-263.3699999999999
1,5893.4,2021-06-18,3,2020-11-13,IC2106.CCFX,5887.6,5901.8,5809.8,7166.0,8387322840.0,6306.97,2020-11-13,217,-413.5700000000006
0,6370.8,2020-11-20,0,2020-11-16,IC2011.CCFX,6322.0,6373.8,6281.8,66153.0,83850368440.0,6387.37,2020-11-16,4,-16.56999999999971
2,6294.0,2020-12-18,1,2020-11-16,IC2012.CCFX,6256.0,6295.0,6212.2,33421.0,41866260400.0,6387.37,2020-11-16,32,-93.36999999999989
3,6106.8,2021-03-19,2,2020-11-16,IC2103.CCFX,6061.0,6108.0,6035.8,10218.0,12423073760.0,6387.37,2020-11-16,123,-280.5699999999997
1,5946.0,2021-06-18,3,2020-11-16,IC2106.CCFX,5909.6,5948.8,5882.2,6143.0,7279604000.0,6387.37,2020-11-16,214,-441.3699999999999
0,6334.0,2020-11-20,0,2020-11-17,IC2011.CCFX,6347.6,6357.6,6294.2,62831.0,79389024000.0,6336.94,2020-11-17,3,-2.9399999999996
2,6265.8,2020-12-18,1,2020-11-17,IC2012.CCFX,6289.8,6289.8,6228.2,33714.0,42123840240.0,6336.94,2020-11-17,31,-71.13999999999942
3,6075.0,2021-03-19,2,2020-11-17,IC2103.CCFX,6109.0,6109.0,6042.8,8133.0,9859943920.0,6336.94,2020-11-17,122,-261.9399999999996
1,5917.0,2021-06-18,3,2020-11-17,IC2106.CCFX,5932.2,5934.0,5886.0,4656.0,5497159800.0,6336.94,2020-11-17,213,-419.9399999999996
0,6330.4,2020-11-20,0,2020-11-18,IC2011.CCFX,6335.0,6390.4,6306.2,62437.0,79275042760.0,6341.01,2020-11-18,2,-10.610000000000582
2,6270.4,2020-12-18,1,2020-11-18,IC2012.CCFX,6261.0,6326.0,6248.6,53406.0,67157442960.0,6341.01,2020-11-18,30,-70.61000000000058
3,6095.8,2021-03-19,2,2020-11-18,IC2103.CCFX,6075.8,6141.2,6071.6,12423.0,15180687000.0,6341.01,2020-11-18,121,-245.21000000000004
1,5943.0,2021-06-18,3,2020-11-18,IC2106.CCFX,5918.0,5983.8,5912.6,6524.0,7768057120.0,6341.01,2020-11-18,212,-398.0100000000002
0,6373.0,2020-11-20,0,2020-11-19,IC2011.CCFX,6311.6,6382.0,6283.0,42905.0,54330125120.0,6360.6,2020-11-19,1,12.399999999999636
2,6320.6,2020-12-18,1,2020-11-19,IC2012.CCFX,6260.0,6327.8,6223.6,69781.0,87671685120.0,6360.6,2020-11-19,29,-40.0
3,6147.4,2021-03-19,2,2020-11-19,IC2103.CCFX,6080.0,6150.0,6061.0,11665.0,14240605600.0,6360.6,2020-11-19,120,-213.20000000000073
1,5988.0,2021-06-18,3,2020-11-19,IC2106.CCFX,5937.2,5996.6,5906.0,6304.0,7501423200.0,6360.6,2020-11-19,211,-372.60000000000036
0,6411.0,2020-11-20,0,2020-11-20,IC2011.CCFX,6354.0,6412.4,6353.2,19442.0,24854863840.0,6422.99,2020-11-20,0,-11.989999999999782
2,6379.2,2020-12-18,1,2020-11-20,IC2012.CCFX,6314.0,6396.0,6306.4,75152.0,95510505480.0,6422.99,2020-11-20,28,-43.789999999999964
3,6210.4,2021-03-19,2,2020-11-20,IC2103.CCFX,6144.8,6223.2,6132.4,12702.0,15706347520.0,6422.99,2020-11-20,119,-212.59000000000015
1,6058.8,2021-06-18,3,2020-11-20,IC2106.CCFX,5990.4,6069.8,5977.4,6130.0,7390528000.0,6422.99,2020-11-20,210,-364.1899999999996
1,6434.0,2020-12-18,0,2020-11-23,IC2012.CCFX,6400.6,6494.0,6344.0,95412.0,122450151120.0,6472.93,2020-11-23,25,-38.93000000000029
3,6386.0,2021-01-15,1,2020-11-23,IC2101.CCFX,6378.8,6440.2,6292.2,1680.0,2136622600.0,6472.93,2020-11-23,53,-86.93000000000029
2,6286.0,2021-03-19,2,2020-11-23,IC2103.CCFX,6211.6,6348.0,6177.0,16648.0,20864051160.0,6472.93,2020-11-23,116,-186.9300000000003
0,6142.8,2021-06-18,3,2020-11-23,IC2106.CCFX,6089.0,6215.2,6031.6,8354.0,10226691520.0,6472.93,2020-11-23,207,-330.1300000000001
1,6425.2,2020-12-18,0,2020-11-24,IC2012.CCFX,6427.0,6459.0,6410.2,64193.0,82603456640.0,6475.19,2020-11-24,24,-49.98999999999978
3,6375.0,2021-01-15,1,2020-11-24,IC2101.CCFX,6385.0,6409.0,6363.6,1258.0,1605890440.0,6475.19,2020-11-24,52,-100.1899999999996
2,6269.0,2021-03-19,2,2020-11-24,IC2103.CCFX,6280.0,6310.0,6266.2,10828.0,13608637840.0,6475.19,2020-11-24,115,-206.1899999999996
0,6128.0,2021-06-18,3,2020-11-24,IC2106.CCFX,6140.8,6172.0,6124.4,5226.0,6421077800.0,6475.19,2020-11-24,206,-347.1899999999996
1,6325.4,2020-12-18,0,2020-11-25,IC2012.CCFX,6449.2,6453.8,6311.2,83701.0,106716134840.0,6350.37,2020-11-25,23,-24.970000000000255
3,6282.4,2021-01-15,1,2020-11-25,IC2101.CCFX,6390.8,6403.0,6267.2,2623.0,3315140480.0,6350.37,2020-11-25,51,-67.97000000000025
2,6184.6,2021-03-19,2,2020-11-25,IC2103.CCFX,6300.0,6300.6,6170.0,16026.0,19977424320.0,6350.37,2020-11-25,114,-165.76999999999953
0,6045.2,2021-06-18,3,2020-11-25,IC2106.CCFX,6157.8,6158.0,6035.0,8126.0,9894117400.0,6350.37,2020-11-25,205,-305.1700000000001
1,6314.4,2020-12-18,0,2020-11-26,IC2012.CCFX,6325.2,6332.0,6265.0,77755.0,97957816200.0,6334.3,2020-11-26,22,-19.900000000000546
3,6269.8,2021-01-15,1,2020-11-26,IC2101.CCFX,6288.8,6288.8,6221.0,2047.0,2559796800.0,6334.3,2020-11-26,50,-64.5
2,6178.4,2021-03-19,2,2020-11-26,IC2103.CCFX,6188.0,6194.8,6135.0,12606.0,15548699400.0,6334.3,2020-11-26,113,-155.90000000000055
0,6052.4,2021-06-18,3,2020-11-26,IC2106.CCFX,6045.2,6066.8,6012.6,7834.0,9462072800.0,6334.3,2020-11-26,204,-281.90000000000055
1,6344.0,2020-12-18,0,2020-11-27,IC2012.CCFX,6308.6,6347.4,6237.0,84309.0,106173077040.0,6351.61,2020-11-27,21,-7.609999999999673
3,6298.0,2021-01-15,1,2020-11-27,IC2101.CCFX,6274.8,6304.6,6193.2,2069.0,2587356640.0,6351.61,2020-11-27,49,-53.60999999999967
2,6209.6,2021-03-19,2,2020-11-27,IC2103.CCFX,6178.8,6211.2,6103.8,14826.0,18273507640.0,6351.61,2020-11-27,112,-142.0099999999993
0,6079.0,2021-06-18,3,2020-11-27,IC2106.CCFX,6070.0,6080.4,5978.4,6907.0,8332951480.0,6351.61,2020-11-27,203,-272.6099999999997
1,6293.0,2020-12-18,0,2020-11-30,IC2012.CCFX,6343.8,6398.6,6272.4,98792.0,125298022400.0,6320.94,2020-11-30,18,-27.9399999999996
3,6243.4,2021-01-15,1,2020-11-30,IC2101.CCFX,6301.4,6353.6,6228.6,4432.0,5584575960.0,6320.94,2020-11-30,46,-77.53999999999996
2,6164.0,2021-03-19,2,2020-11-30,IC2103.CCFX,6209.8,6274.6,6136.2,20533.0,25528046600.0,6320.94,2020-11-30,109,-156.9399999999996
0,6027.2,2021-06-18,3,2020-11-30,IC2106.CCFX,6088.0,6152.6,6005.6,10441.0,12726769360.0,6320.94,2020-11-30,200,-293.7399999999998
1,6406.6,2020-12-18,0,2020-12-01,IC2012.CCFX,6304.8,6438.2,6292.0,94142.0,120116679640.0,6426.62,2020-12-01,17,-20.019999999999527
3,6360.6,2021-01-15,1,2020-12-01,IC2101.CCFX,6250.2,6393.6,6247.8,4339.0,5493860920.0,6426.62,2020-12-01,45,-66.01999999999953
2,6274.0,2021-03-19,2,2020-12-01,IC2103.CCFX,6153.0,6303.2,6153.0,18525.0,23130900560.0,6426.62,2020-12-01,108,-152.6199999999999
0,6145.4,2021-06-18,3,2020-12-01,IC2106.CCFX,6024.2,6171.8,6024.2,7921.0,9681564360.0,6426.62,2020-12-01,199,-281.22000000000025
1,6402.0,2020-12-18,0,2020-12-02,IC2012.CCFX,6420.0,6425.0,6363.2,80357.0,102804785960.0,6434.98,2020-12-02,16,-32.97999999999956
3,6353.2,2021-01-15,1,2020-12-02,IC2101.CCFX,6369.4,6377.8,6316.8,4030.0,5116182680.0,6434.98,2020-12-02,44,-81.77999999999975
2,6262.0,2021-03-19,2,2020-12-02,IC2103.CCFX,6288.0,6292.4,6230.2,14343.0,17963944040.0,6434.98,2020-12-02,107,-172.97999999999956
0,6124.8,2021-06-18,3,2020-12-02,IC2106.CCFX,6159.4,6166.6,6097.0,7257.0,8894637320.0,6434.98,2020-12-02,198,-310.1799999999994
1,6429.4,2020-12-18,0,2020-12-03,IC2012.CCFX,6393.8,6447.0,6352.4,82023.0,104981734400.0,6440.88,2020-12-03,15,-11.480000000000473
3,6377.0,2021-01-15,1,2020-12-03,IC2101.CCFX,6355.4,6392.8,6246.2,4765.0,6041327160.0,6440.88,2020-12-03,43,-63.88000000000011
2,6274.2,2021-03-19,2,2020-12-03,IC2103.CCFX,6262.2,6290.0,6207.0,14657.0,18313072040.0,6440.88,2020-12-03,106,-166.6800000000003
0,6132.6,2021-06-18,3,2020-12-03,IC2106.CCFX,6125.2,6144.6,6068.0,7181.0,8767889840.0,6440.88,2020-12-03,197,-308.27999999999975
1,6458.4,2020-12-18,0,2020-12-04,IC2012.CCFX,6402.8,6460.0,6371.2,74220.0,95277841720.0,6464.73,2020-12-04,14,-6.329999999999927
3,6403.6,2021-01-15,1,2020-12-04,IC2101.CCFX,6375.0,6406.0,6319.8,3957.0,5040226600.0,6464.73,2020-12-04,42,-61.1299999999992
2,6291.0,2021-03-19,2,2020-12-04,IC2103.CCFX,6265.8,6293.8,6215.0,13288.0,16619726920.0,6464.73,2020-12-04,105,-173.72999999999956
0,6142.8,2021-06-18,3,2020-12-04,IC2106.CCFX,6106.2,6146.0,6072.4,6783.0,8286549440.0,6464.73,2020-12-04,196,-321.9299999999994
1,6397.6,2020-12-18,0,2020-12-07,IC2012.CCFX,6462.6,6466.8,6377.4,75338.0,96637461440.0,6424.68,2020-12-07,11,-27.079999999999927
3,6349.2,2021-01-15,1,2020-12-07,IC2101.CCFX,6406.0,6412.8,6326.0,4739.0,6026665760.0,6424.68,2020-12-07,39,-75.48000000000047
2,6233.0,2021-03-19,2,2020-12-07,IC2103.CCFX,6293.2,6301.4,6213.4,15330.0,19156995480.0,6424.68,2020-12-07,102,-191.6800000000003
0,6077.8,2021-06-18,3,2020-12-07,IC2106.CCFX,6142.8,6152.4,6066.0,6893.0,8405650960.0,6424.68,2020-12-07,193,-346.8800000000001
1,6402.8,2020-12-18,0,2020-12-08,IC2012.CCFX,6400.0,6442.2,6394.0,68589.0,88053149240.0,6423.65,2020-12-08,10,-20.849999999999454
3,6351.6,2021-01-15,1,2020-12-08,IC2101.CCFX,6359.4,6390.0,6343.2,5086.0,6477068440.0,6423.65,2020-12-08,38,-72.04999999999927
2,6234.4,2021-03-19,2,2020-12-08,IC2103.CCFX,6240.0,6274.0,6226.0,14040.0,17552591440.0,6423.65,2020-12-08,101,-189.25
0,6076.8,2021-06-18,3,2020-12-08,IC2106.CCFX,6085.2,6116.6,6069.8,7040.0,8581252440.0,6423.65,2020-12-08,192,-346.84999999999945
1,6305.0,2020-12-18,0,2020-12-09,IC2012.CCFX,6408.0,6422.6,6294.0,80833.0,102826833520.0,6307.22,2020-12-09,9,-2.2200000000002547
3,6249.0,2021-01-15,1,2020-12-09,IC2101.CCFX,6357.2,6371.6,6240.8,6290.0,7928943000.0,6307.22,2020-12-09,37,-58.220000000000255
2,6143.2,2021-03-19,2,2020-12-09,IC2103.CCFX,6252.0,6255.4,6132.2,18340.0,22711500920.0,6307.22,2020-12-09,100,-164.02000000000044
0,6000.0,2021-06-18,3,2020-12-09,IC2106.CCFX,6095.0,6096.0,5988.0,8670.0,10468309680.0,6307.22,2020-12-09,191,-307.22000000000025
1,6315.6,2020-12-18,0,2020-12-10,IC2012.CCFX,6294.8,6344.0,6253.8,76373.0,96293218920.0,6320.1,2020-12-10,8,-4.5
3,6263.0,2021-01-15,1,2020-12-10,IC2101.CCFX,6238.0,6288.0,6203.8,8359.0,10448937240.0,6320.1,2020-12-10,36,-57.100000000000364
2,6147.0,2021-03-19,2,2020-12-10,IC2103.CCFX,6128.4,6172.8,6101.0,15868.0,19484400120.0,6320.1,2020-12-10,99,-173.10000000000036
0,6003.0,2021-06-18,3,2020-12-10,IC2106.CCFX,5996.6,6023.4,5966.0,5459.0,6544889960.0,6320.1,2020-12-10,190,-317.10000000000036
1,6196.4,2020-12-18,0,2020-12-11,IC2012.CCFX,6326.8,6343.2,6146.6,91042.0,113462974040.0,6209.43,2020-12-11,7,-13.030000000000655
3,6136.0,2021-01-15,1,2020-12-11,IC2101.CCFX,6279.0,6292.2,6102.2,12688.0,15670816560.0,6209.43,2020-12-11,35,-73.43000000000029
2,6035.2,2021-03-19,2,2020-12-11,IC2103.CCFX,6168.8,6178.8,5998.4,20915.0,25423292200.0,6209.43,2020-12-11,98,-174.23000000000047
0,5892.0,2021-06-18,3,2020-12-11,IC2106.CCFX,6018.2,6032.8,5866.0,7547.0,8961864760.0,6209.43,2020-12-11,189,-317.4300000000003
1,6253.2,2020-12-18,0,2020-12-14,IC2012.CCFX,6196.0,6258.0,6166.0,67208.0,83540739280.0,6259.02,2020-12-14,4,-5.8200000000006185
3,6198.4,2021-01-15,1,2020-12-14,IC2101.CCFX,6143.0,6205.0,6112.0,12639.0,15581959280.0,6259.02,2020-12-14,32,-60.6200000000008
2,6086.8,2021-03-19,2,2020-12-14,IC2103.CCFX,6065.0,6089.0,6008.2,16216.0,19628582120.0,6259.02,2020-12-14,95,-172.22000000000025
0,5936.0,2021-06-18,3,2020-12-14,IC2106.CCFX,5891.0,5938.4,5860.6,7920.0,9352834840.0,6259.02,2020-12-14,186,-323.02000000000044
1,6256.8,2020-12-18,0,2020-12-15,IC2012.CCFX,6240.0,6272.0,6216.6,59891.0,74809038760.0,6265.58,2020-12-15,3,-8.779999999999745
3,6205.8,2021-01-15,1,2020-12-15,IC2101.CCFX,6189.4,6218.4,6163.0,12711.0,15742201960.0,6265.58,2020-12-15,31,-59.779999999999745
2,6094.0,2021-03-19,2,2020-12-15,IC2103.CCFX,6070.0,6104.0,6050.0,15548.0,18904888680.0,6265.58,2020-12-15,94,-171.57999999999993
0,5929.2,2021-06-18,3,2020-12-15,IC2106.CCFX,5930.0,5945.6,5902.0,7180.0,8503808320.0,6265.58,2020-12-15,185,-336.3800000000001
1,6239.6,2020-12-18,0,2020-12-16,IC2012.CCFX,6257.2,6263.8,6208.0,59600.0,74347718680.0,6235.44,2020-12-16,2,4.160000000000764
3,6191.0,2021-01-15,1,2020-12-16,IC2101.CCFX,6208.8,6213.8,6157.8,26358.0,32614785400.0,6235.44,2020-12-16,30,-44.4399999999996
2,6079.0,2021-03-19,2,2020-12-16,IC2103.CCFX,6104.0,6104.0,6050.2,17233.0,20942986200.0,6235.44,2020-12-16,93,-156.4399999999996
0,5906.0,2021-06-18,3,2020-12-16,IC2106.CCFX,5930.2,5942.0,5892.0,8121.0,9599273440.0,6235.44,2020-12-16,184,-329.4399999999996
1,6313.8,2020-12-18,0,2020-12-17,IC2012.CCFX,6230.0,6326.0,6186.2,57952.0,72631975280.0,6308.9,2020-12-17,1,4.900000000000546
3,6277.8,2021-01-15,1,2020-12-17,IC2101.CCFX,6198.8,6285.4,6139.2,61721.0,76875649280.0,6308.9,2020-12-17,29,-31.099999999999454
2,6174.4,2021-03-19,2,2020-12-17,IC2103.CCFX,6056.0,6179.8,6038.2,22433.0,27471069120.0,6308.9,2020-12-17,92,-134.5
0,6015.8,2021-06-18,3,2020-12-17,IC2106.CCFX,5900.0,6019.6,5880.8,8518.0,10155692280.0,6308.9,2020-12-17,183,-293.09999999999945
1,6294.4,2020-12-18,0,2020-12-18,IC2012.CCFX,6316.2,6338.0,6282.0,23895.0,30156516560.0,6291.92,2020-12-18,0,2.4799999999995634
3,6246.6,2021-01-15,1,2020-12-18,IC2101.CCFX,6277.0,6299.8,6204.0,70248.0,87861380560.0,6291.92,2020-12-18,28,-45.31999999999971
2,6147.0,2021-03-19,2,2020-12-18,IC2103.CCFX,6175.0,6199.6,6104.4,18441.0,22704573040.0,6291.92,2020-12-18,91,-144.92000000000007
0,5985.0,2021-06-18,3,2020-12-18,IC2106.CCFX,6008.0,6037.6,5946.0,7665.0,9192657920.0,6291.92,2020-12-18,182,-306.9200000000001
3,6354.8,2021-01-15,0,2020-12-21,IC2101.CCFX,6249.0,6384.0,6236.4,77150.0,97774514440.0,6398.6,2020-12-21,25,-43.80000000000018
2,6306.6,2021-02-19,1,2020-12-21,IC2102.CCFX,5949.6,6330.0,5949.6,752.0,943883720.0,6398.6,2020-12-21,60,-92.0
1,6249.2,2021-03-19,2,2020-12-21,IC2103.CCFX,6150.0,6275.0,6138.6,20003.0,24937360560.0,6398.6,2020-12-21,88,-149.40000000000055
0,6085.0,2021-06-18,3,2020-12-21,IC2106.CCFX,5988.8,6113.0,5975.2,7219.0,8762662960.0,6398.6,2020-12-21,179,-313.60000000000036
3,6238.8,2021-01-15,0,2020-12-22,IC2101.CCFX,6333.0,6355.8,6213.0,79933.0,100546331480.0,6250.06,2020-12-22,24,-11.260000000000218
2,6195.2,2021-02-19,1,2020-12-22,IC2102.CCFX,6287.8,6303.4,6168.0,1196.0,1490885320.0,6250.06,2020-12-22,59,-54.86000000000058
1,6145.6,2021-03-19,2,2020-12-22,IC2103.CCFX,6231.4,6250.0,6116.0,20560.0,25452709440.0,6250.06,2020-12-22,87,-104.46000000000004
0,5996.2,2021-06-18,3,2020-12-22,IC2106.CCFX,6072.8,6088.8,5960.0,7898.0,9524525440.0,6250.06,2020-12-22,178,-253.86000000000058
3,6270.6,2021-01-15,0,2020-12-23,IC2101.CCFX,6245.0,6317.0,6210.0,79809.0,100085370160.0,6307.6,2020-12-23,23,-37.0
2,6217.0,2021-02-19,1,2020-12-23,IC2102.CCFX,6196.4,6270.0,6168.0,1382.0,1718814920.0,6307.6,2020-12-23,58,-90.60000000000036
1,6176.8,2021-03-19,2,2020-12-23,IC2103.CCFX,6152.0,6217.8,6120.6,18380.0,22692509600.0,6307.6,2020-12-23,86,-130.80000000000018
